id,column,category,subcategory,label,pronunciation,subject_mode,parent_photo_behavior,phase,core,growth_stage,meal_context,is_gestalt,gestalt_type,gestalt_meaning,gestalt_target_words,descriptive_clues,audience,authoring_kind,status,notes,prompt_template,listen_variants,sort_order
food.lunch.bagel_cream_cheese,Nouns,Food,Lunch,bagel with cream cheese,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Bagel with cream cheese is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a bagel spread with cream cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,11
food.lunch.hummus_veggies,Nouns,Food,Lunch,hummus and veggies,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Hummus and veggies is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of hummus with carrot and cucumber sticks — a plain food item on a plain plate, no face, eyes, or mouth.",,12
food.lunch.snack_tray,Nouns,Food,Lunch,snack tray,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Snack tray is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a divided tray with crackers, cheese, and meat — a plain food item on a plain plate, no face, eyes, or mouth.",,13
food.lunch.mini_pizza,Nouns,Food,Lunch,mini pizza,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Mini pizza is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a small personal cheese pizza — a plain food item on a plain plate, no face, eyes, or mouth.",,14
food.lunch.corn_dog,Nouns,Food,Lunch,corn dog,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Corn dog is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a corn dog on a stick — a plain food item on a plain plate, no face, eyes, or mouth.",,15
food.lunch.fish_sticks,Nouns,Food,Lunch,fish sticks,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Fish sticks is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a few golden fish sticks — a plain food item on a plain plate, no face, eyes, or mouth.",,16
food.lunch.pasta_salad,Nouns,Food,Lunch,pasta salad,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Pasta salad is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of a bowl of colorful pasta salad — a plain food item on a plain plate, no face, eyes, or mouth.",,17
food.lunch.sliders,Nouns,Food,Lunch,sliders,,object,none,v1_extended,FALSE,stage_5plus,lunch,FALSE,,,,Sliders is a lunch food. | You might eat it in the middle of the day. | It tastes good.,universal,canonical,draft,,"A {style} of two small burger sliders — a plain food item on a plain plate, no face, eyes, or mouth.",,18
food.dinner.spaghetti,Nouns,Food,Dinner,spaghetti,,object,none,v1_extended,TRUE,stage_5plus,dinner,FALSE,,,,Spaghetti is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a plate of spaghetti with red sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.dinner.meatballs,Nouns,Food,Dinner,meatballs,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Meatballs is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of meatballs in red sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.dinner.lasagna,Nouns,Food,Dinner,lasagna,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Lasagna is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a square slice of layered lasagna — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.dinner.steak,Nouns,Food,Dinner,steak,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Steak is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a cooked steak on a plate — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.dinner.roast_chicken,Nouns,Food,Dinner,roast chicken,,object,none,v1_extended,TRUE,stage_5plus,dinner,FALSE,,,,Roast chicken is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a roasted chicken drumstick — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.dinner.meatloaf,Nouns,Food,Dinner,meatloaf,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Meatloaf is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a slice of meatloaf — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.dinner.mashed_potatoes,Nouns,Food,Dinner,mashed potatoes,,object,none,v1_extended,TRUE,stage_5plus,dinner,FALSE,,,,Mashed potatoes is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a scoop of mashed potatoes — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.dinner.baked_potato,Nouns,Food,Dinner,baked potato,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Baked potato is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a baked potato with butter — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.dinner.stir_fry,Nouns,Food,Dinner,stir fry,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Stir fry is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a plate of vegetable stir fry — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.dinner.fried_rice,Nouns,Food,Dinner,fried rice,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Fried rice is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a bowl of fried rice — a plain food item on a plain plate, no face, eyes, or mouth.",,10
food.dinner.curry_rice,Nouns,Food,Dinner,curry and rice,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Curry and rice is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of mild curry over rice — a plain food item on a plain plate, no face, eyes, or mouth.",,11
food.dinner.ribs,Nouns,Food,Dinner,ribs,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Ribs is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a couple of barbecue ribs — a plain food item on a plain plate, no face, eyes, or mouth.",,12
food.dinner.grilled_chicken,Nouns,Food,Dinner,grilled chicken,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Grilled chicken is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a grilled chicken breast — a plain food item on a plain plate, no face, eyes, or mouth.",,13
food.dinner.pork_chop,Nouns,Food,Dinner,pork chop,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Pork chop is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a cooked pork chop — a plain food item on a plain plate, no face, eyes, or mouth.",,14
food.dinner.enchiladas,Nouns,Food,Dinner,enchiladas,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Enchiladas is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of two enchiladas with sauce — a plain food item on a plain plate, no face, eyes, or mouth.",,15
food.dinner.stew,Nouns,Food,Dinner,stew,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Stew is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a bowl of hearty beef stew — a plain food item on a plain plate, no face, eyes, or mouth.",,16
food.dinner.chili,Nouns,Food,Dinner,chili,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Chili is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a bowl of chili — a plain food item on a plain plate, no face, eyes, or mouth.",,17
food.dinner.pot_pie,Nouns,Food,Dinner,pot pie,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Pot pie is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a golden chicken pot pie — a plain food item on a plain plate, no face, eyes, or mouth.",,18
food.dinner.green_beans,Nouns,Food,Dinner,green beans,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Green beans is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a small pile of green beans — a plain food item on a plain plate, no face, eyes, or mouth.",,19
food.dinner.dinner_roll,Nouns,Food,Dinner,dinner roll,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Dinner roll is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a soft dinner roll — a plain food item on a plain plate, no face, eyes, or mouth.",,20
food.dinner.corn_on_cob,Nouns,Food,Dinner,corn on the cob,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Corn on the cob is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a buttered ear of corn — a plain food item on a plain plate, no face, eyes, or mouth.",,21
food.dinner.ramen,Nouns,Food,Dinner,ramen,,object,none,v1_extended,FALSE,stage_5plus,dinner,FALSE,,,,Ramen is a dinner food. | You might eat it in the evening. | It tastes good.,universal,canonical,draft,,"A {style} of a bowl of ramen noodles with egg — a plain food item on a plain plate, no face, eyes, or mouth.",,22
food.drinks.chocolate_milk,Nouns,Food,Drinks,chocolate milk,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Chocolate milk is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a glass of chocolate milk — a plain drink in a clear cup, no face, eyes, or mouth.",,1
food.drinks.orange_juice,Nouns,Food,Drinks,orange juice,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Orange juice is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a glass of orange juice — a plain drink in a clear cup, no face, eyes, or mouth.",,2
food.drinks.apple_juice,Nouns,Food,Drinks,apple juice,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Apple juice is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a glass of apple juice — a plain drink in a clear cup, no face, eyes, or mouth.",,3
food.drinks.lemonade,Nouns,Food,Drinks,lemonade,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Lemonade is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a glass of lemonade — a plain drink in a clear cup, no face, eyes, or mouth.",,4
food.drinks.hot_cocoa,Nouns,Food,Drinks,hot cocoa,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Hot cocoa is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a mug of hot cocoa with marshmallows — a plain drink in a clear cup, no face, eyes, or mouth.",,5
food.drinks.juice_box,Nouns,Food,Drinks,juice box,,object,none,v1_extended,TRUE,stage_5plus,drinks,FALSE,,,,Juice box is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a juice box with a straw — a plain drink in a clear cup, no face, eyes, or mouth.",,6
food.drinks.sparkling_water,Nouns,Food,Drinks,sparkling water,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Sparkling water is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a fizzy glass of sparkling water — a plain drink in a clear cup, no face, eyes, or mouth.",,7
food.drinks.tea,Nouns,Food,Drinks,tea,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Tea is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a mug of warm tea — a plain drink in a clear cup, no face, eyes, or mouth.",,8
food.drinks.soda,Nouns,Food,Drinks,soda,,object,none,v1_extended,FALSE,stage_5plus,drinks,FALSE,,,,Soda is a drinks. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a fizzy soda in a cup with ice — a plain drink in a clear cup, no face, eyes, or mouth.",,9
food.snack.goldfish,Nouns,Food,Snacks,cheese crackers,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Cheese crackers is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a small pile of fish-shaped cheese crackers — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.snack.applesauce,Nouns,Food,Snacks,applesauce,,object,none,v1_extended,TRUE,stage_5plus,snack,FALSE,,,,Applesauce is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a cup of applesauce with a spoon — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.snack.fruit_snacks,Nouns,Food,Snacks,fruit snacks,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Fruit snacks is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of colorful gummy fruit snacks — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.snack.granola_bar,Nouns,Food,Snacks,granola bar,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Granola bar is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a granola bar — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.snack.trail_mix,Nouns,Food,Snacks,trail mix,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Trail mix is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a handful of trail mix — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.snack.rice_cake,Nouns,Food,Snacks,rice cake,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Rice cake is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a round rice cake — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.snack.string_cheese,Nouns,Food,Snacks,string cheese,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,String cheese is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a stick of string cheese — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.snack.veggie_straws,Nouns,Food,Snacks,veggie straws,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Veggie straws is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a pile of veggie straws — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.snack.graham_crackers,Nouns,Food,Snacks,graham crackers,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Graham crackers is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a few graham cracker squares — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.snack.nut_butter,Nouns,Food,Snacks,peanut butter,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Peanut butter is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a spoon of peanut butter — a plain food item on a plain plate, no face, eyes, or mouth.",,10
food.snack.raisins,Nouns,Food,Snacks,raisins,,object,none,v1_extended,FALSE,stage_5plus,snack,FALSE,,,,Raisins is a snack. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a small box of raisins — a plain food item on a plain plate, no face, eyes, or mouth.",,11
food.treat.cupcake,Nouns,Food,Treats,cupcake,,object,none,v1_extended,TRUE,stage_5plus,treat,FALSE,,,,Cupcake is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a frosted cupcake with sprinkles — a plain food item on a plain plate, no face, eyes, or mouth.",,1
food.treat.brownie,Nouns,Food,Treats,brownie,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Brownie is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a fudgy chocolate brownie — a plain food item on a plain plate, no face, eyes, or mouth.",,2
food.treat.jello,Nouns,Food,Treats,jello,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Jello is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a wobbly cup of colorful jello — a plain food item on a plain plate, no face, eyes, or mouth.",,3
food.treat.pudding,Nouns,Food,Treats,pudding,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Pudding is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a cup of chocolate pudding — a plain food item on a plain plate, no face, eyes, or mouth.",,4
food.treat.marshmallow,Nouns,Food,Treats,marshmallow,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Marshmallow is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a few fluffy marshmallows — a plain food item on a plain plate, no face, eyes, or mouth.",,5
food.treat.gummy_bears,Nouns,Food,Treats,gummy bears,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Gummy bears is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a pile of colorful gummy bears — a plain food item on a plain plate, no face, eyes, or mouth.",,6
food.treat.popsicle,Nouns,Food,Treats,popsicle,,object,none,v1_extended,TRUE,stage_5plus,treat,FALSE,,,,Popsicle is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a fruit popsicle on a stick — a plain food item on a plain plate, no face, eyes, or mouth.",,7
food.treat.ice_cream_cone,Nouns,Food,Treats,ice cream cone,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Ice cream cone is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of an ice cream cone with two scoops — a plain food item on a plain plate, no face, eyes, or mouth.",,8
food.treat.milkshake,Nouns,Food,Treats,milkshake,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Milkshake is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a milkshake with whipped cream and a straw — a plain food item on a plain plate, no face, eyes, or mouth.",,9
food.treat.churro,Nouns,Food,Treats,churro,,object,none,v1_extended,FALSE,stage_5plus,treat,FALSE,,,,Churro is a treat. | You can have it as a treat or snack. | It tastes good.,universal,canonical,draft,,"A {style} of a cinnamon sugar churro — a plain food item on a plain plate, no face, eyes, or mouth.",,10
