id,column,category,subcategory,label,pronunciation,subject_mode,parent_photo_behavior,phase,core,growth_stage,meal_context,is_gestalt,gestalt_type,gestalt_meaning,gestalt_target_words,descriptive_clues,audience,authoring_kind,status,prompt_template,notes,acquisition_age
people.community.doctor,People,Community,,Doctor,,person,none,v1_extended,false,stage_5plus,,false,,,,"A doctor helps you feel better when you are sick or hurt. | They wear a white coat and listen to your heart with a stethoscope. | You see a doctor at a checkup, or when you don't feel well.",universal,canonical,draft,"A {style} of a friendly doctor in a white coat: a warm, friendly head-and-shoulders portrait with a gentle smile on a plain soft pastel background; soft even lighting; keep them clearly recognizable and kind-looking.",,3-4y
people.team.therapist,People,Therapy Team,,Therapist,,person,override,v1_extended,false,stage_5plus,,false,,,,"A therapist is a special helper who works with you to learn and grow. | They play games with you to help you talk, move, or feel calm. | Try it like this: 'I see my therapist today.'",universal,canonical,draft,"A {style} portrait based on {parent_photo} — a warm, friendly head-and-shoulders portrait with a gentle smile on a plain soft pastel background; soft even lighting; keep them clearly recognizable and kind-looking.",Personalize-required per family.,3-4y
needs.more,Needs,,,more,,child_as_subject,none,v1_core,true,stage_2,,false,,,,"'More' means you want some again, or you want extra. | More cookies, more bubbles, more tickles, more please. | You can say 'more!' or 'I want more.'",universal,canonical,draft,"A {style} of {reference} bringing both hands together in front of their chest, fingertips touching, asking for more. One clear figure on a plain soft pastel background. Include a bold plus sign as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.want,Needs,,,I want,I want,concept,none,v1_core,true,stage_3,,false,,,,"'I want' is how you ask for something you would like to have. | You say it when you see something you wish for — a snack, a toy, a turn. | Try it like this: 'I want juice' or 'I want that one.'",universal,canonical,draft,"A {style} of {reference} reaching out with an open hand toward something off-frame, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.like,Needs,,,I like,I like,child_as_subject,none,v1_core,true,stage_5plus,,false,,,,"'I like' tells someone that something makes you happy. | You say it about things you enjoy — a food, a song, a person, a game. | Say it like this: 'I like dogs' or 'I like this book.'",universal,canonical,draft,"A {style} of {reference} smiling big with two thumbs up. One clear figure on a plain soft pastel background. Include a red heart as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.dont_like,Needs,,,I don't like,I don't like,concept,none,v1_core,true,stage_5plus,,false,,,,"'I don't like' lets you tell someone your feelings about something that bothers you. | You say it to ask for something different — a new food, a quieter room, a new game. | Say it like this: 'I don't like that' or 'I want a different one.'",universal,canonical,draft,"A {style} of {reference} gently turning away with a flat refusing hand, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a heart with a line through it as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.help,Needs,,,help,,child_as_subject,none,v1_core,true,stage_5plus,,false,,,,"'Help' means asking someone to do something with you or for you. | You ask for help to open a jar, reach a toy, or tie a shoe. | You can say 'help me!' or 'I need help.'",universal,canonical,draft,"A {style} of {reference} reaching one hand up for help, looking hopeful. One clear figure on a plain soft pastel background. Include a red-and-white life ring as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.stop,Needs,,,stop,,child_as_subject,none,v1_core,true,stage_4,,false,,,,"'Stop' means to quit moving or stop doing something. The opposite is go. | You stop when something is too much, or it's time to be done. | You can say 'stop!' or 'please stop.'",universal,canonical,draft,"A {style} of {reference} wearing a bright red shirt, one palm held out flat and firm, holding up a red octagon STOP sign clearly toward the viewer. The red clothing and a red octagon STOP sign are the consistent learning cue — render them the exact same way every time this word appears, and never let them cover the caption. One clear figure on a plain soft pastel background.",,12-18m
needs.go,Needs,,,go,,child_as_subject,none,v1_core,true,stage_4,,false,,,,"'Go' means to start moving or leave for somewhere. | You go to the park, go outside, go fast, go now. | You can say 'let's go!' or 'I want to go.'",universal,canonical,draft,"A {style} of {reference} wearing a bright green shirt, mid-step and pointing forward, ready to move, holding up a bright green circle clearly toward the viewer. The green clothing and a bright green circle are the consistent learning cue — render them the exact same way every time this word appears, and never let them cover the caption. One clear figure on a plain soft pastel background.",,12-18m
needs.all_done,Needs,,,all done,all done,concept,none,v1_core,true,stage_2,,false,,,,"'All done' means you are finished with something. | You say it when you want to stop — done eating, done playing, done with a task. | Try it like this: 'I'm all done' or just 'All done!'",universal,canonical,draft,"A {style} of {reference} holding both open hands up and turning them outward (the ""finished"" sign), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a big green check mark inside a circle as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.yes,Needs,,,yes,,child_as_subject,none,v1_core,true,stage_1,,false,,,,"'Yes' means you agree, or that you do want something. | You say it to answer a question when the answer is good with you. | Someone asks 'Do you want more?' and you can say 'Yes!'",universal,canonical,draft,"A {style} of {reference} wearing a bright green shirt, smiling and nodding yes, holding up a big bold green check mark clearly toward the viewer. The green clothing and a big bold green check mark are the consistent learning cue — render them the exact same way every time this word appears, and never let them cover the caption. One clear figure on a plain soft pastel background.",,12-18m
needs.no,Needs,,,no,,child_as_subject,none,v1_core,true,stage_1,,false,,,,"'No' is a strong, clear word for turning something down. | You say it to keep yourself safe, set a limit, or pick a different choice. | Someone offers something and you can simply say 'No.'",universal,canonical,draft,"A {style} of {reference} wearing a bright red shirt, shaking their head firmly, holding up a big bold red X clearly toward the viewer. The red clothing and a big bold red X are the consistent learning cue — render them the exact same way every time this word appears, and never let them cover the caption. One clear figure on a plain soft pastel background.",,12-18m
needs.please,Needs,,,please,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Please' is a kind word you add when you ask for something. | You say it to be polite, so your ask sounds gentle and nice. | Try it like this: 'More, please' or 'Can I have that, please?'",universal,canonical,draft,"A {style} of {reference} rubbing a flat hand in a circle on their chest (the ""please"" sign), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.thank_you,Needs,,,thank you,thank you,concept,none,v1_core,true,stage_5plus,,false,,,,'Thank you' is how you tell someone you are glad for what they did. | You say it when someone gives you something or helps you. | Say it like this: 'Thank you!' after someone hands you a snack.,universal,canonical,draft,"A {style} of {reference} touching their chin and extending the hand forward (the ""thank you"" sign), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.mine,Needs,,,mine,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Mine' means something belongs to you. | You say it about your own things — your toy, your cup, your spot. | Try it like this: 'That's mine' or 'Mine, please.'",universal,canonical,draft,"A {style} of {reference} hugging a favorite toy close to their chest, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,12-18m
needs.my_turn,Needs,,,my turn,my turn,concept,none,v1_core,true,stage_5plus,,false,,,,"'My turn' means now it's your time to have a turn. | You take turns on the swing, with a toy, or in a game. | You can say 'my turn!' or 'is it my turn?'",universal,canonical,draft,"A {style} of {reference} pointing both thumbs at themselves, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include two curved arrows circling between two small figures as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.look,Needs,,,look,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Look' means to point your eyes at something to see it. | You turn your head and use your eyes to look. | You can say 'look at this!' or 'look, a doggy!'",universal,canonical,draft,"A {style} of {reference} pointing to their eyes and then outward (the ""look"" gesture), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a wide-open eye as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.again,Needs,,,again,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Again' means do it one more time. | Sing it again, push me again, read it again. | You can say 'again!' or 'do it again.'",universal,canonical,draft,"A {style} of {reference} beside a friendly circular repeat arrow, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include two green arrows curving into a circle (the repeat symbol) as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.open,Needs,,,open,,child_as_subject,none,v1_core,true,stage_5plus,,false,,,,"'Open' means to undo something so it isn't closed anymore. | You lift, pull, or twist to open a box, a door, or a jar. | You can say 'open it' or 'help me open.'",universal,canonical,draft,"A {style} of {reference} lifting the lid of a small box, peeking inside. One clear figure on a plain soft pastel background. Include an open padlock as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.give,Needs,,,give,,child_as_subject,none,v1_core,true,stage_5plus,,false,,,,"When you give, you hand something to someone else. | You hold it out and let them take it. | You can say 'here you go' or 'I give it to you.'",universal,canonical,draft,"A {style} of {reference} holding out a small toy with both hands, offering it. One clear figure on a plain soft pastel background.",,18-30m
needs.eat,Needs,,,eat,,concept,none,v1_core,true,stage_1,,false,,,,"When you eat, you put food in your mouth, chew it, and swallow. | You use your teeth to chew and your tongue to taste. | You eat at breakfast, lunch, and dinner when your tummy is hungry.",universal,canonical,draft,"A {style} of {reference} bringing food to their mouth, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a crossed fork and spoon as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.drink,Needs,,,drink,,concept,none,v1_core,true,stage_1,,false,,,,"When you drink, you sip a liquid and swallow it. | You use a cup, a straw, or a bottle to drink. | You drink water when you're thirsty, or milk with a snack.",universal,canonical,draft,"A {style} of {reference} sipping from a cup, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a cup with a straw as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.bathroom,Needs,,,bathroom,,concept,none,v1_core,true,stage_1,,false,,,,"'Bathroom' is the room where you go potty and wash your hands. | You say it when you need to use the potty. | Try it like this: 'I need the bathroom' or 'Bathroom, please.'",universal,canonical,draft,"A {style} of a friendly simple toilet icon, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include the standard restroom sign figures as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",Reused by the scheduled potty check-in.,18-30m
needs.hurt,Needs,,,hurt,,concept,none,v1_core,true,stage_1,,false,,,,"'Hurt' means a part of your body feels owie or in pain. | It might sting, ache, or throb, and you might want to cry. | When something hurts, tell a grown-up where — like 'my knee hurts' — so they can help.",universal,canonical,draft,"A {style} of {reference} pointing to a small bandage (gentle, not distressing), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a red starburst as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.up,Nouns,Position,,up,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Up' means toward the sky, or higher than where you are now. | You say it when you want to go higher or be picked up. | Try it like this: 'Up, please!' when you want to be lifted.",universal,canonical,draft,"A {style} of {reference} reaching both arms up with a soft upward arrow, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a large bold arrow pointing up as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.down,Nouns,Position,,down,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Down' means toward the floor, or lower than where you are now. | You say it when you want to get down or put something low. | Try it like this: 'Down, please' when you want to get off a lap.",universal,canonical,draft,"A {style} of {reference} gesturing downward with a soft downward arrow, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a large bold arrow pointing down as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.in,Nouns,Position,,in,,concept,none,v1_extended,false,stage_5plus,,false,,,,"'In' means inside of something. | You say it when something goes into a box, a cup, or a room. | Try it like this: 'Put it in' or 'I'm in!'",universal,canonical,draft,"A {style} of a hand placing a small block into an open box, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a bold arrow pointing into an open box as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.out,Nouns,Position,,out,,concept,none,v1_extended,false,stage_5plus,,false,,,,"'Out' means away from the inside — leaving a place, or pulling something free. | You say it when you want to head outside or take something from a container. | Try it like this: 'Let's go out' or 'Take it out.'",universal,canonical,draft,"A {style} of a hand taking a small block out of an open box, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a bold arrow pointing out of an open box as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.here,Nouns,Position,,here,,concept,none,v1_extended,false,stage_5plus,,false,,,,"'Here' means this spot, close to you. | You say it to show where something is or to call someone over. | Try it like this: 'Come here' or 'Put it here.'",universal,canonical,draft,"A {style} of {reference} pointing down to a spot right in front of them, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a bold downward arrow to an X marking the spot as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.wait,Needs,,,wait,,child_as_subject,none,v1_extended,false,stage_5plus,,false,,,,"'Wait' means to stay calm until it's time. | Sometimes you wait for your turn, wait for food, or wait in line. | You can say 'I'll wait' or 'wait for me!'",universal,canonical,draft,"A {style} of {reference} wearing a bright yellow shirt, sitting patiently with hands folded, holding up a yellow hourglass clearly toward the viewer. The yellow clothing and a yellow hourglass are the consistent learning cue — render them the exact same way every time this word appears, and never let them cover the caption. One clear figure on a plain soft pastel background.",,2-3y
needs.feelings.happy,Nouns,Feelings,,happy,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Happy' means you feel good and glad inside. | When you're happy, you smile, your eyes light up, and you might laugh or jump. | You might feel happy when you play or get a hug. You can say 'I'm happy!'",universal,canonical,draft,"A {style} of {reference} with a big happy smile and bright eyes, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,12-18m
needs.feelings.sad,Nouns,Feelings,,sad,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Sad' means you feel down or unhappy inside. | When you're sad, your mouth turns down, your eyes get teary, and you may want a hug. | You might feel sad when you miss someone. You can say 'I'm sad' and ask for a hug.",universal,canonical,draft,"A {style} of {reference} with a gentle sad face and a single small tear, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,12-18m
needs.feelings.mad,Nouns,Feelings,,mad,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Mad' means you feel upset and angry, like something isn't fair. | Your face feels hot, your hands squeeze tight, and you might want to yell. | You might feel mad when a toy breaks. You can say 'I'm mad!' and take a big breath.",universal,canonical,draft,"A {style} of {reference} with crossed arms and a mildly frustrated frown (not scary), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.feelings.scared,Nouns,Feelings,,scared,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Scared' means you feel afraid that something might happen. | Your heart beats fast, your tummy flips, and you want to hide or hold someone. | You might feel scared of a loud noise or the dark. You can say 'I'm scared' and ask someone to stay with you.",universal,canonical,draft,"A {style} of {reference} with wide eyes holding a blanket, mildly worried (gentle), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.feelings.tired,Nouns,Feelings,,tired,,child_as_subject,none,v1_core,true,stage_5plus,,false,,,,"Tired is the heavy, sleepy feeling when your body wants to rest. | Your eyes droop and you might yawn — you need a break or a nap. | Try it like this: 'I'm tired' or 'I want to rest.'",universal,canonical,draft,"A {style} of {reference} with a clearly tired facial expression and matching body language, large and easy to read. One clear figure on a plain soft pastel background.",,18-30m
needs.feelings.sick,Nouns,Feelings,,sick,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Sick' means your body doesn't feel well all over. | You might feel hot, achy, sniffly, or tired. | When you feel sick, tell a grown-up 'I feel sick' so they can take care of you.",universal,canonical,draft,"A {style} of {reference} resting with a thermometer, looking a little under the weather (gentle), one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.feelings.silly,Nouns,Feelings,,silly,,concept,none,v1_extended,false,stage_5plus,,false,,,,"'Silly' means you feel playful and goofy and want to be funny. | You make funny faces, giggle, and feel a little wild. | You might feel silly when you're joking around. You can say 'I'm being silly!'",universal,canonical,draft,"A {style} of {reference} making a playful goofy face, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.feelings.calm,Nouns,Feelings,,calm,,child_as_subject,none,v1_extended,false,stage_5plus,,false,,,,"'Calm' means you feel quiet, relaxed, and peaceful inside. | Your body is loose, your breathing is slow, and you feel okay. | You might feel calm after a hug or a deep breath. You can say 'I feel calm.'",universal,canonical,draft,"A {style} of {reference} with a clearly calm facial expression and matching body language, large and easy to read. One clear figure on a plain soft pastel background.",,2-3y
needs.feelings.excited,Nouns,Feelings,,excited,,child_as_subject,none,v1_extended,false,stage_5plus,,false,,,,"'Excited' means you feel super happy and can't wait for something. | Your heart beats fast and you might bounce, wiggle, and grin big. | You might feel excited about a party. You can say 'I'm so excited!'",universal,canonical,draft,"A {style} of {reference} with a clearly excited facial expression and matching body language, large and easy to read. One clear figure on a plain soft pastel background.",,18-30m
needs.social.hi,Nouns,Social,,hi,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'hi' to greet someone. | It is a friendly hello when you see a person. | You can wave and say 'hi!',universal,canonical,draft,"A {style} of {reference} waving hello with a friendly smile, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include an open hand waving hello as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.social.bye,Nouns,Social,,bye,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'bye' when you leave or someone goes. | It is how you say goodbye. | You can wave and say 'bye-bye!',universal,canonical,draft,"A {style} of {reference} waving goodbye, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include an open hand waving goodbye as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.social.sorry,Nouns,Social,,sorry,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'sorry' to let someone know you wish a moment had gone differently. | It tells them your heart is gentle and you want to make things right. | You can say 'sorry' and give a gentle hug.,universal,canonical,draft,"A {style} of {reference} with a gentle apologetic face, hand on chest, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail.",,18-30m
needs.social.love_you,Nouns,Social,,I love you,I love you,concept,none,v1_extended,false,stage_5plus,,false,,,,'I love you' tells someone you care about them so much. | You say it to family and people close to your heart. | You can say 'I love you' and give a big hug.,universal,canonical,draft,"A {style} of {reference} making a heart shape with both hands, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. Include a big red heart as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,2-3y
needs.social.hug,Nouns,Social,,hug,,child_as_subject,none,v1_extended,false,stage_5plus,,false,,,,A hug is wrapping your arms around someone you love. | You squeeze gently to feel close and warm. | You can ask for a hug when you need one.,universal,canonical,draft,"A {style} of {reference} together with {family_adult}, warmly acting out ""hug"" — the moment is gentle, loving, and instantly readable. Two clear figures on a plain soft pastel background.",,18-30m
needs.describe.big,Nouns,Describing,,big,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Big' means it takes up a lot of space. The opposite is little. | An elephant is big, a tall tree is big, a school bus is big. | You can say 'a big truck!' or 'I want the big one.'",universal,canonical,draft,"A {style} of a large beach ball next to a tiny one, emphasizing the BIG one, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. Include a large circle next to a tiny one as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.describe.little,Nouns,Describing,,little,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Little' means very small — it doesn't take up much space. The opposite is big. | A bug is little, a button is little, a baby's sock is little. | You can say 'so little!' or 'the little one, please.'",universal,canonical,draft,"A {style} of a tiny ball next to a large one, emphasizing the LITTLE one, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. Include a tiny circle next to a large one as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.describe.hot,Nouns,Describing,,hot,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Hot' means very warm — careful, it can hurt to touch. The opposite is cold. | Soup, the stove, the sun, and bath water can be hot. | You can say 'it's hot!' or 'blow on it to cool it down.'",universal,canonical,draft,"A {style} of a steaming mug with gentle wavy heat lines, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. Include red wavy heat lines rising as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,12-18m
needs.describe.cold,Nouns,Describing,,cold,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Cold' means very chilly — it can make you shiver. The opposite is hot. | Ice, snow, the freezer, and a cold drink are cold. | You can say 'I'm cold!' or 'brrr, so cold.'",universal,canonical,draft,"A {style} of a frosty cup with a few soft snowflakes, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. Include a blue snowflake as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
needs.describe.fast,Nouns,Describing,,fast,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Fast' means moving very quickly. The opposite is slow. | A race car is fast, a cheetah is fast, running is fast. | You can say 'go fast!' or 'too fast!'",universal,canonical,draft,"A {style} of a toy car zooming with soft motion lines, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. Include horizontal motion speed lines as a clear, bold learning cue beside the main subject — draw the exact same symbol every time this word appears; it must not cover the caption.",,18-30m
