id,column,category,subcategory,label,pronunciation,subject_mode,parent_photo_behavior,phase,core,growth_stage,meal_context,is_gestalt,gestalt_type,gestalt_meaning,gestalt_target_words,descriptive_clues,audience,authoring_kind,status,prompt_template,notes
needs.feelings.excited,Nouns,Feelings,,excited,,concept,none,v1_extended,false,stage_5plus,,false,,,,"'Excited' means you feel super happy and can't wait for something. | Your heart beats fast and you might bounce, wiggle, and grin big. | You might feel excited about a party. You can say 'I'm so excited!'",universal,canonical,draft,"A {style} of a delighted child with arms up and a huge grin, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""excited"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.social.hi,Nouns,Social,,hi,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'hi' to greet someone. | It is a friendly hello when you see a person. | You can wave and say 'hi!',universal,canonical,draft,"A {style} of {reference} waving hello with a friendly smile, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""hi"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.social.bye,Nouns,Social,,bye,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'bye' when you leave or someone goes. | It is how you say goodbye. | You can wave and say 'bye-bye!',universal,canonical,draft,"A {style} of {reference} waving goodbye, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""bye"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.social.sorry,Nouns,Social,,sorry,,concept,none,v1_extended,false,stage_5plus,,false,,,,You say 'sorry' to let someone know you wish a moment had gone differently. | It tells them your heart is gentle and you want to make things right. | You can say 'sorry' and give a gentle hug.,universal,canonical,draft,"A {style} of {reference} with a gentle apologetic face, hand on chest, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""sorry"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.social.love_you,Nouns,Social,,I love you,I love you,concept,none,v1_extended,false,stage_5plus,,false,,,,'I love you' tells someone you care about them so much. | You say it to family and people close to your heart. | You can say 'I love you' and give a big hug.,universal,canonical,draft,"A {style} of {reference} making a heart shape with both hands, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""I love you"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.social.hug,Nouns,Social,,hug,,concept,none,v1_extended,false,stage_5plus,,false,,,,A hug is wrapping your arms around someone you love. | You squeeze gently to feel close and warm. | You can ask for a hug when you need one.,universal,canonical,draft,"A {style} of two children sharing a warm friendly hug, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""hug"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.big,Nouns,Describing,,big,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Big' means it takes up a lot of space. The opposite is little. | An elephant is big, a tall tree is big, a school bus is big. | You can say 'a big truck!' or 'I want the big one.'",universal,canonical,draft,"A {style} of a large beach ball next to a tiny one, emphasizing the BIG one, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""big"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.little,Nouns,Describing,,little,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Little' means very small — it doesn't take up much space. The opposite is big. | A bug is little, a button is little, a baby's sock is little. | You can say 'so little!' or 'the little one, please.'",universal,canonical,draft,"A {style} of a tiny ball next to a large one, emphasizing the LITTLE one, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""little"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.hot,Nouns,Describing,,hot,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Hot' means very warm — careful, it can hurt to touch. The opposite is cold. | Soup, the stove, the sun, and bath water can be hot. | You can say 'it's hot!' or 'blow on it to cool it down.'",universal,canonical,draft,"A {style} of a steaming mug with gentle wavy heat lines, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""hot"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.cold,Nouns,Describing,,cold,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Cold' means very chilly — it can make you shiver. The opposite is hot. | Ice, snow, the freezer, and a cold drink are cold. | You can say 'I'm cold!' or 'brrr, so cold.'",universal,canonical,draft,"A {style} of a frosty cup with a few soft snowflakes, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""cold"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.fast,Nouns,Describing,,fast,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Fast' means moving very quickly. The opposite is slow. | A race car is fast, a cheetah is fast, running is fast. | You can say 'go fast!' or 'too fast!'",universal,canonical,draft,"A {style} of a toy car zooming with soft motion lines, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""fast"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.slow,Nouns,Describing,,slow,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Slow' means moving little by little, not quick. The opposite is fast. | A snail is slow, a turtle is slow, walking sleepy is slow. | You can say 'go slow' or 'slow down.'",universal,canonical,draft,"A {style} of a friendly snail moving slowly, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""slow"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.loud,Nouns,Describing,,loud,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Loud' means a big sound that fills your ears. The opposite is quiet. | A drum is loud, a fire truck is loud, a big crowd is loud. | You can say 'too loud!' or 'cover my ears.'",universal,canonical,draft,"A {style} of a smiling child with hands cupped, sound waves coming out, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""loud"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.quiet,Nouns,Describing,,quiet,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Quiet' means very soft sound, or no sound. The opposite is loud. | A whisper is quiet, a library is quiet, a sleeping baby is quiet. | You can say 'shh, quiet' or 'be quiet, please.'",universal,canonical,draft,"A {style} of a child holding one finger to their lips for ""quiet"", a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""quiet"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.dirty,Nouns,Describing,,dirty,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Dirty' means covered in dirt or mess. The opposite is clean. | Muddy boots, sticky hands, and a messy face are dirty. | You can say 'I'm dirty!' or 'my hands are dirty.'",universal,canonical,draft,"A {style} of a single muddy hand with soft dirt smudges, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""dirty"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.describe.clean,Nouns,Describing,,clean,,object,none,v1_extended,false,stage_5plus,,false,,,,"'Clean' means not dirty — all fresh and tidy. The opposite is dirty. | Washed hands, a wiped table, and clean clothes are clean. | You can say 'all clean!' after you wash up.",universal,canonical,draft,"A {style} of a single sparkling-clean hand with a soft sparkle, a single clear subject centered and filling most of the frame on a plain soft pastel background; soft even lighting, bright cheerful colors, simple and uncluttered, instantly recognizable to a toddler. At the bottom, include a clean caption reading ""clean"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.what,Nouns,Asking,,what,,concept,none,v1_core,true,stage_4,,false,,,,'What' asks about a thing — what it is or what is happening. | You say it when you want to know about something. | Try it like this: 'What is that?' or 'What's this?',universal,canonical,draft,"A {style} of a friendly young child with a tilted head and one open hand, a small friendly question mark above their head, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""what"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.where,Nouns,Asking,,where,,concept,none,v1_core,true,stage_4,,false,,,,'Where' asks about a place. | You say it when you want to know where something is. | Try it like this: 'Where is it?' or 'Where are we going?',universal,canonical,draft,"A {style} of a friendly young child looking around with both hands raised palm-up, a small friendly question mark above their head, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""where"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.who,Nouns,Asking,,who,,concept,none,v1_core,true,stage_5plus,,false,,,,'Who' asks about a person. | You say it when you want to know which person. | Try it like this: 'Who is that?' or 'Who did it?',universal,canonical,draft,"A {style} of a friendly young child pointing toward a soft silhouette of a person, a small friendly question mark above, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""who"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.why,Nouns,Asking,,why,,concept,none,v1_core,true,stage_5plus,,false,,,,'Why' asks for a reason. | You say it when you want to know how come something happened. | Try it like this: 'Why?' or 'Why did it stop?',universal,canonical,draft,"A {style} of a friendly young child with a thoughtful look, finger to chin, a small friendly question mark above their head, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""why"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.when,Nouns,Asking,,when,,concept,none,v1_core,true,stage_5plus,,false,,,,'When' asks about time. | You say it when you want to know what time something happens. | Try it like this: 'When do we go?' or 'When is snack?',universal,canonical,draft,"A {style} of a friendly young child looking at a simple friendly clock face, a small friendly question mark above their head, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""when"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.asking.how,Nouns,Asking,,how,,concept,none,v1_core,true,stage_5plus,,false,,,,'How' asks the way something is done. | You say it when you want to know how something works. | Try it like this: 'How does it work?' or 'How do I do it?',universal,canonical,draft,"A {style} of a friendly young child with both hands up shrugging gently, a small friendly question mark above their head, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""how"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.is,Nouns,Linking,,is,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Is' tells what something does or what it's like, right now. | You say it to join a thing to what it is. | Try it like this: 'It is big' or 'Mom is here.'",universal,canonical,draft,"A {style} of two friendly objects with a soft equals sign between them — a ball on the left and the same ball on the right, showing identity, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""is"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.can,Nouns,Linking,,can,,concept,none,v1_core,true,stage_5plus,,false,,,,'Can' means you are able to do something. | You say it before an action you're able to do. | Try it like this: 'I can do it' or 'Can I have one?',universal,canonical,draft,"A {style} of a friendly young child with one arm flexed showing a small bicep, confident smile, small green check above, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""can"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.will,Nouns,Linking,,will,,concept,none,v1_core,true,stage_5plus,,false,,,,'Will' tells about something that is going to happen. | You say it before an action that comes later. | Try it like this: 'I will go' or 'It will be fun.',universal,canonical,draft,"A {style} of a friendly young child looking forward with a soft forward-pointing arrow toward a future scene, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""will"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.a,Nouns,Linking,,a,,concept,none,v1_core,true,stage_5plus,,false,,,,'A' is a tiny word you put before a thing — one of something. | You say it right before a naming word. | Try it like this: 'a dog' or 'I want a cookie.',universal,canonical,draft,"A {style} of a single small object (one cheerful ball) gently spotlit on a plain background, soft circular indicator around it, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""a"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.the,Nouns,Linking,,the,,concept,none,v1_core,true,stage_5plus,,false,,,,'The' is a tiny word you put before a certain thing. | You say it before the one you mean. | Try it like this: 'the dog' or 'open the door.',universal,canonical,draft,"A {style} of a specific cheerful ball with a soft glow around it, distinguishing it from background, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""the"", spelled exactly, in a simple friendly rounded font; no other text or logos.","Definite article — illustrated as ""this specific thing""."
needs.linking.this,Nouns,Linking,,this,,concept,none,v1_core,true,stage_5plus,,false,,,,"'This' means the thing right here, close to you. | You say it pointing to something near. | Try it like this: 'I want this' or 'this one.'",universal,canonical,draft,"A {style} of a friendly young child pointing down at a small cheerful object right in front of them, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""this"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.that,Nouns,Linking,,that,,concept,none,v1_core,true,stage_5plus,,false,,,,"'That' means the thing over there, farther away. | You say it pointing to something across the room or far from you. | Try it like this: 'I want that' or 'that one.'",universal,canonical,draft,"A {style} of a friendly young child pointing forward at a small cheerful object in the distance, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""that"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.it,Nouns,Linking,,it,,concept,none,v1_core,true,stage_5plus,,false,,,,'It' is the word you use for a thing instead of its name. | You say it once everyone knows what you mean. | Try it like this: 'I see it' or 'It is fun.',universal,canonical,draft,"A {style} of a friendly young child gesturing at a small generic cheerful object on a plain surface, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""it"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.and,Nouns,Linking,,and,,concept,none,v1_core,true,stage_5plus,,false,,,,'And' joins two things together. | You say it to add one more thing. | Try it like this: 'you and me' or 'milk and cookies.',universal,canonical,draft,"A {style} of two cheerful objects (a ball and a star) side by side connected by a soft plus-sign, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""and"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.but,Nouns,Linking,,but,,concept,none,v1_core,true,stage_5plus,,false,,,,"'But' shows that the next part is different from what came before. | You say it when there's a change or a problem. | Try it like this: 'I want it, but it's gone.'",universal,canonical,draft,"A {style} of two cheerful objects with a small contrast mark between them — one is a sun, the other a small cloud, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""but"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.because,Nouns,Linking,,because,,concept,none,v1_core,true,stage_5plus,,false,,,,'Because' tells the reason why. | You say it to explain how come. | Try it like this: 'I'm sad because it broke.',universal,canonical,draft,"A {style} of a soft causal arrow between two small scenes — one event leading to another, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""because"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.with,Nouns,Linking,,with,,concept,none,v1_core,true,stage_5plus,,false,,,,"'With' means together, or using something. | You say it when one thing goes along with another. | Try it like this: 'Come with me' or 'eat with a spoon.'",universal,canonical,draft,"A {style} of a friendly young child holding hands with a teddy bear close to their side, ""together"" feeling, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""with"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.for,Nouns,Linking,,for,,concept,none,v1_core,true,stage_5plus,,false,,,,'For' shows who gets something or what it's used for. | You say it to tell who a thing is meant for. | Try it like this: 'This is for you.',universal,canonical,draft,"A {style} of a friendly young child offering a small cheerful gift forward with open palms, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""for"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.linking.to,Nouns,Linking,,to,,concept,none,v1_core,true,stage_5plus,,false,,,,'To' shows where you are going or who gets something. | You say it before a place or before an action. | Try it like this: 'Go to bed' or 'I want to play.',universal,canonical,draft,"A {style} of a soft arrow pointing from a friendly young child toward a destination — a small house or playground, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""to"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.on,Nouns,Position,,on,,concept,none,v1_core,true,stage_5plus,,false,,,,"'On' means resting on top of something. | You say it when something sits on a table, a chair, or the floor. | Try it like this: 'Put it on' or 'It's on the table.'",universal,canonical,draft,"A {style} of a cheerful colorful ball resting on top of a small wooden box, clearly above the box, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""on"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.under,Nouns,Position,,under,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Under' means below something, with that thing over the top. | You say it when something is beneath a table, a blanket, or a bed. | Try it like this: 'It's under the chair.'",universal,canonical,draft,"A {style} of a cheerful colorful ball under a small wooden table, clearly beneath, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""under"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.over,Nouns,Position,,over,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Over' means above something, or crossing the top of it. | You say it when one thing is above another, or going across. | Try it like this: 'The bird flew over' or 'Hold it over here.'",universal,canonical,draft,"A {style} of a happy young child mid-jump over a small log on the ground, clearly above, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""over"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
needs.behind,Nouns,Position,,behind,,concept,none,v1_core,true,stage_5plus,,false,,,,"'Behind' means at the back of something, hidden by it. | You say it when something is tucked in back of another thing. | Try it like this: 'It's behind the couch.'",universal,canonical,draft,"A {style} of a friendly young child peeking out from behind a single small tree, half-hidden, one clear friendly figure centered on a plain soft pastel background; soft even lighting, bright cheerful colors, the meaning obvious at a glance to a toddler; minimal extra detail. At the bottom, include a clean caption reading ""behind"", spelled exactly, in a simple friendly rounded font; no other text or logos.",
